1000 0.000146515
2000 0.000271145
3000 0.00040428
4000 0.000549447
5000 0.000727896
6000 0.00103718
7000 0.00123838
8000 0.00118522
9000 0.00140159
10000 0.00156614
11000 0.00169158
12000 0.00197663
13000 0.00207848
14000 0.00225188
15000 0.00242688
16000 0.0026138
17000 0.00287423
18000 0.00293805
19000 0.00315781
20000 0.00340027
21000 0.0035951
22000 0.00368653
23000 0.00388101
24000 0.00424307
25000 0.00426879
26000 0.00481395
27000 0.00471737
28000 0.00478933
29000 0.00512083
30000 0.00522986
31000 0.00565538
32000 0.0060263
33000 0.00577246
34000 0.00605598
35000 0.00618394
36000 0.00645729
37000 0.00656131
38000 0.00688279
39000 0.00708101
40000 0.00720404
41000 0.00737983
42000 0.00760945
43000 0.00787955
44000 0.00799118
45000 0.0081819
46000 0.00872762
47000 0.00857975
48000 0.00876162
49000 0.00954549
50000 0.00929854
51000 0.00940012
52000 0.00976277
53000 0.00984869
54000 0.0102662
55000 0.0104897
56000 0.0104337
57000 0.0109703
58000 0.0111859
59000 0.0113257
60000 0.0113814
61000 0.0114929
62000 0.0116294
63000 0.01216
64000 0.012483
65000 0.0123608
66000 0.0128661
67000 0.0127359
68000 0.0131266
69000 0.0133858
70000 0.0135645
71000 0.013761
72000 0.0139427
73000 0.0144888
74000 0.0145478
75000 0.01452
76000 0.015012
77000 0.0149272
78000 0.0153591
79000 0.0155961
80000 0.0155495
81000 0.015842
82000 0.0161601
83000 0.016434
84000 0.0169569
85000 0.0166784
86000 0.0171243
87000 0.0169636
88000 0.0174754
89000 0.0177317
90000 0.0184658
91000 0.018279
92000 0.0183461
93000 0.0184126
94000 0.0194291
95000 0.0198825
96000 0.0189668
97000 0.0200038
98000 0.0196581
99000 0.019928
