1000 0.000147699
2000 0.000289154
3000 0.000497405
4000 0.000626279
5000 0.00082199
6000 0.000986792
7000 0.00116731
8000 0.0015325
9000 0.0015257
10000 0.00172322
11000 0.0019893
12000 0.00228162
13000 0.00230811
14000 0.00266028
15000 0.00273559
16000 0.0030809
17000 0.00313366
18000 0.00354038
19000 0.00355093
20000 0.00378916
21000 0.00402737
22000 0.00416756
23000 0.00443485
24000 0.00481825
25000 0.00485581
26000 0.00514237
27000 0.00715426
28000 0.00745927
29000 0.00778508
30000 0.00687218
31000 0.00638839
32000 0.0065232
33000 0.00708104
34000 0.00682083
35000 0.00737068
36000 0.00762586
37000 0.00806795
38000 0.00772656
39000 0.00800657
40000 0.00834081
41000 0.00837236
42000 0.0103343
43000 0.00903476
44000 0.00903478
45000 0.00938145
46000 0.00974117
47000 0.00998061
48000 0.00993983
49000 0.0101362
50000 0.0108757
51000 0.0106062
52000 0.015399
53000 0.0113253
54000 0.0114348
55000 0.0118185
56000 0.0119965
57000 0.0121888
58000 0.0123651
59000 0.0126503
60000 0.0128213
61000 0.0130672
62000 0.0134009
63000 0.0135797
64000 0.0137389
65000 0.0140679
66000 0.0145895
67000 0.0148235
68000 0.0147653
69000 0.0148997
70000 0.0153784
71000 0.0154818
72000 0.0157792
73000 0.0161611
74000 0.0161049
75000 0.016737
76000 0.0165242
77000 0.0169088
78000 0.0174619
79000 0.0174389
80000 0.0178433
81000 0.0179036
82000 0.0184072
83000 0.0182319
84000 0.0188476
85000 0.0188788
86000 0.0189753
87000 0.0199067
88000 0.0197505
89000 0.0199993
90000 0.0201978
91000 0.0203581
92000 0.0208617
93000 0.0220454
94000 0.0263618
95000 0.0229645
96000 0.0223871
97000 0.0222652
98000 0.0228011
99000 0.0228414
