1 4.05311584473e-06
2 3.09944152832e-06
3 4.05311584473e-06
4 7.86781311035e-06
5 1.4066696167e-05
6 4.60147857666e-05
7 5.79357147217e-05
8 0.000113964080811
9 0.000228881835938
10 0.000454902648926
11 0.000905990600586
12 0.00184988975525
13 0.00362300872803
14 0.00693821907043
15 0.0132839679718
16 0.0244410037994
17 0.0430569648743
18 0.0712327957153
19 0.114411115646
20 0.219485998154
21 0.439254999161
22 0.88307595253
23 1.7615480423
24 3.51589894295
25 7.07142591476
26 14.2971761227
27 28.7674400806
28 57.6803991795
29 112.272186995
