1 2.16e-07
2 8.67e-07
3 3.2e-07
4 4.93e-07
5 6.93e-07
6 1.012e-06
7 1.545e-06
8 2.851e-06
9 5.132e-06
10 9.588e-06
11 1.8999e-05
12 3.7146e-05
13 6.8276e-05
14 0.000135884
15 0.000281868
16 0.000541169
17 0.00110181
18 0.0021788
19 0.00437612
20 0.00885937
21 0.0177512
22 0.0356307
23 0.0708348
24 0.140162
25 0.279501
26 0.580491
27 1.1408
28 2.27576
29 4.51433
30 9.01687
31 17.991
