100 0.001253985 0.000712804
200 0.012756039 0.009289595
300 0.043418771 0.030670819
400 0.109301831 0.079706138
500 0.218498999 0.274473405
600 0.679563150 0.482490434
700 1.001747529 1.577917946
800 1.508409716 2.550307988
900 2.182996491 3.549239536
