1 1.4e-07
2 1.74e-07
3 2.15e-07
4 3.23e-07
5 4.46e-07
6 7.88e-07
7 1.07e-06
8 1.923e-06
9 3.78e-06
10 7.143e-06
11 1.3747e-05
12 2.7489e-05
13 5.4053e-05
14 0.000105186
15 0.000214618
16 0.000428634
17 0.000856699
18 0.00173986
19 0.00335867
20 0.00678471
21 0.0135284
22 0.0268356
23 0.0535959
24 0.105708
25 0.209678
26 0.415944
27 0.879603
28 1.72661
29 3.3519
30 6.69089
31 13.3372
