524288 0.000674045 0.000401056 0.000621170
1048576 0.001300607 0.000524065 0.001113689
2097152 0.002491668 0.001444023 0.002158730
4194304             0.002236895 0.002851950
8388608             0.006015504 0.004779667
16777216            0.008044922 0.006288919
33554432            0.014961748 0.013361869
67108864            0.035344148 0.031605166
134217728           0.065905154 0.053644494
268435456           0.105181196 0.095664025
536870912                       0.443468808

