524288  0.000390614 0.000621170
1048576 0.000728937 0.001113689
2097152 0.001540365 0.002158730
4194304 0.002768890 0.002851950
8388608 0.005317961 0.004779667
16777216 0.010215546 0.006288919
33554432 0.020054671 0.013361869
67108864 0.039844601 0.031605166
134217728 0.078837624 0.053644494
268435456 0.157102214 0.095664025
536870912 0.319227630 0.443468808
